index,Price
158,875169.5144265231
159,875169.5144265231
160,875169.5144265231
161,875169.5144265231
162,875169.5144265231
163,875169.5144265231
164,875169.5144265231
165,875169.5144265231
166,875169.5144265231
167,875169.5144265231
168,875169.5144265231
169,875169.5144265231
170,875169.5144265231
171,875169.5144265231
172,875169.5144265231
173,875169.5144265231
174,875169.5144265231
175,875169.5144265231
176,875169.5144265231
177,875169.5144265231
178,875169.5144265231
179,875169.5144265231
180,875169.5144265231
181,875169.5144265231
182,875169.5144265231
183,875169.5144265231
184,875169.5144265231
185,875169.5144265231
186,875169.5144265231
187,875169.5144265231
188,875169.5144265231
189,875169.5144265231
190,875169.5144265231
191,875169.5144265231
192,875169.5144265231
193,875169.5144265231
194,875169.5144265231
195,875169.5144265231
196,875169.5144265231
197,875169.5144265231
198,875169.5144265231
199,875169.5144265231
200,875169.5144265231
201,875169.5144265231
202,875169.5144265231
203,875169.5144265231
204,875169.5144265231
205,875169.5144265231
206,875169.5144265231
207,875169.5144265231
208,875169.5144265231
209,875169.5144265231
210,875169.5144265231
211,875169.5144265231
212,875169.5144265231
213,875169.5144265231
214,875169.5144265231
215,875169.5144265231
216,875169.5144265231
217,875169.5144265231
218,875169.5144265231
219,875169.5144265231
220,875169.5144265231
221,875169.5144265231
222,875169.5144265231
223,875169.5144265231
224,875169.5144265231
225,875169.5144265231
226,875169.5144265231
227,875169.5144265231
228,875169.5144265231
229,875169.5144265231
230,875169.5144265231
231,875169.5144265231
232,875169.5144265231
233,875169.5144265231
234,875169.5144265231
235,875169.5144265231
236,875169.5144265231
237,875169.5144265231
238,875169.5144265231
239,875169.5144265231
240,875169.5144265231
241,875169.5144265231
242,875169.5144265231
243,875169.5144265231
244,875169.5144265231
245,875169.5144265231
246,875169.5144265231
247,875169.5144265231
248,875169.5144265231
249,875169.5144265231
250,875169.5144265231
251,875169.5144265231
252,875169.5144265231
253,875169.5144265231
254,875169.5144265231
255,875169.5144265231
256,875169.5144265231
257,875169.5144265231
258,875169.5144265231
259,875169.5144265231
260,875169.5144265231
261,875169.5144265231
262,875169.5144265231
263,875169.5144265231
264,875169.5144265231
265,875169.5144265231
266,875169.5144265231
267,875169.5144265231
268,875169.5144265231
269,875169.5144265231
270,875169.5144265231
271,875169.5144265231
272,875169.5144265231
273,875169.5144265231
274,875169.5144265231
275,875169.5144265231
276,875169.5144265231
277,875169.5144265231
278,875169.5144265231
279,875169.5144265231
280,875169.5144265231
281,875169.5144265231
282,1001655.7645645046
283,875169.5144265231
284,875169.5144265231
285,875169.5144265231
286,875169.5144265231
287,875169.5144265231
288,875169.5144265231
289,875169.5144265231
290,875169.5144265231
291,875169.5144265231
292,875169.5144265231
293,875169.5144265231
294,875169.5144265231
295,875169.5144265231
296,875169.5144265231
297,875169.5144265231
298,875169.5144265231
299,875169.5144265231
300,875169.5144265231
301,875169.5144265231
302,875169.5144265231
303,875169.5144265231
304,875169.5144265231
305,875169.5144265231
306,875169.5144265231
307,875169.5144265231
308,875169.5144265231
309,875169.5144265231
310,875169.5144265231
311,875169.5144265231
312,875169.5144265231
313,875169.5144265231
314,875169.5144265231
315,875169.5144265231
316,875169.5144265231
317,875169.5144265231
318,875169.5144265231
319,875169.5144265231
320,875169.5144265231
321,875169.5144265231
322,875169.5144265231
323,875169.5144265231
324,875169.5144265231
325,875169.5144265231
326,875169.5144265231
327,875169.5144265231
328,875169.5144265231
329,875169.5144265231
330,875169.5144265231
331,875169.5144265231
332,875169.5144265231
333,875169.5144265231
334,875169.5144265231
335,875169.5144265231
336,875169.5144265231
337,875169.5144265231
338,875169.5144265231
339,875169.5144265231
340,875169.5144265231
341,875169.5144265231
342,875169.5144265231
343,875169.5144265231
344,875169.5144265231
345,875169.5144265231
346,875169.5144265231
347,875169.5144265231
348,875169.5144265231
349,875169.5144265231
350,875169.5144265231
351,875169.5144265231
352,875169.5144265231
353,875169.5144265231
354,875169.5144265231
355,875169.5144265231
356,875169.5144265231
357,875169.5144265231
358,875169.5144265231
359,875169.5144265231
360,875169.5144265231
361,875169.5144265231
362,875169.5144265231
363,875169.5144265231
364,875169.5144265231
365,875169.5144265231
366,875169.5144265231
367,875169.5144265231
368,875169.5144265231
369,875169.5144265231
370,875169.5144265231
371,875169.5144265231
372,875169.5144265231
373,875169.5144265231
374,875169.5144265231
375,875169.5144265231
376,875169.5144265231
377,875169.5144265231
378,875169.5144265231
379,875169.5144265231
380,875169.5144265231
381,875169.5144265231
382,875169.5144265231
383,875169.5144265231
384,875169.5144265231
385,875169.5144265231
386,875169.5144265231
387,875169.5144265231
388,875169.5144265231
389,875169.5144265231
390,875169.5144265231
391,875169.5144265231
392,875169.5144265231
393,875169.5144265231
394,875169.5144265231
395,875169.5144265231
396,875169.5144265231
397,875169.5144265231
398,875169.5144265231
399,875169.5144265231
400,875169.5144265231
401,875169.5144265231
402,875169.5144265231
403,875169.5144265231
404,875169.5144265231
405,875169.5144265231
406,875169.5144265231
407,875169.5144265231
408,875169.5144265231
409,875169.5144265231
410,875169.5144265231
411,875169.5144265231
412,875169.5144265231
413,875169.5144265231
414,875169.5144265231
415,875169.5144265231
416,875169.5144265231
417,875169.5144265231
418,875169.5144265231
419,875169.5144265231
420,875169.5144265231
421,875169.5144265231
422,875169.5144265231
423,875169.5144265231
424,875169.5144265231
425,875169.5144265231
426,875169.5144265231
427,875169.5144265231
428,875169.5144265231
429,875169.5144265231
430,875169.5144265231
431,875169.5144265231
432,875169.5144265231
433,875169.5144265231
434,875169.5144265231
435,875169.5144265231
436,875169.5144265231
437,875169.5144265231
438,875169.5144265231
439,875169.5144265231
440,875169.5144265231
441,875169.5144265231
442,875169.5144265231
443,875169.5144265231
444,472877.1062991174
445,875169.5144265231
446,875169.5144265231
447,875169.5144265231
448,875169.5144265231
449,875169.5144265231
450,875169.5144265231
451,875169.5144265231
452,875169.5144265231
453,875169.5144265231
454,875169.5144265231
455,875169.5144265231
456,875169.5144265231
457,875169.5144265231
458,875169.5144265231
459,875169.5144265231
460,875169.5144265231
461,875169.5144265231
462,875169.5144265231
463,875169.5144265231
464,875169.5144265231
465,875169.5144265231
466,875169.5144265231
467,875169.5144265231
468,875169.5144265231
469,875169.5144265231
470,875169.5144265231
471,875169.5144265231
472,875169.5144265231
473,875169.5144265231
474,875169.5144265231
475,875169.5144265231
476,875169.5144265231
477,875169.5144265231
478,875169.5144265231
479,875169.5144265231
480,875169.5144265231
481,875169.5144265231
482,875169.5144265231
483,875169.5144265231
484,875169.5144265231
485,875169.5144265231
486,875169.5144265231
487,875169.5144265231
488,875169.5144265231
489,875169.5144265231
490,875169.5144265231
491,875169.5144265231
492,875169.5144265231
493,875169.5144265231
494,875169.5144265231
495,875169.5144265231
496,875169.5144265231
497,875169.5144265231
498,875169.5144265231
499,875169.5144265231
500,875169.5144265231
501,875169.5144265231
502,875169.5144265231
503,875169.5144265231
504,875169.5144265231
505,875169.5144265231
506,875169.5144265231
507,875169.5144265231
508,875169.5144265231
509,875169.5144265231
510,549643.8929535453
511,875169.5144265231
512,875169.5144265231
513,875169.5144265231
514,875169.5144265231
515,875169.5144265231
516,875169.5144265231
517,875169.5144265231
518,875169.5144265231
519,875169.5144265231
520,875169.5144265231
521,875169.5144265231
522,875169.5144265231
523,875169.5144265231
524,875169.5144265231
525,875169.5144265231
526,875169.5144265231
527,875169.5144265231
528,875169.5144265231
529,875169.5144265231
530,875169.5144265231
531,875169.5144265231
532,875169.5144265231
533,875169.5144265231
534,875169.5144265231
535,875169.5144265231
536,875169.5144265231
537,875169.5144265231
538,875169.5144265231
539,875169.5144265231
540,875169.5144265231
541,875169.5144265231
542,875169.5144265231
543,875169.5144265231
544,875169.5144265231
545,1114453.2397367773
546,875169.5144265231
547,875169.5144265231
548,875169.5144265231
549,875169.5144265231
550,875169.5144265231
551,875169.5144265231
552,875169.5144265231
553,875169.5144265231
554,875169.5144265231
555,875169.5144265231
556,875169.5144265231
557,875169.5144265231
558,875169.5144265231
559,875169.5144265231
560,875169.5144265231
561,875169.5144265231
562,875169.5144265231
563,875169.5144265231
564,875169.5144265231
565,875169.5144265231
566,875169.5144265231
567,875169.5144265231
568,875169.5144265231
569,875169.5144265231
570,875169.5144265231
571,875169.5144265231
572,466240.59043679346
573,875169.5144265231
574,875169.5144265231
575,875169.5144265231
576,875169.5144265231
577,875169.5144265231
578,875169.5144265231
579,875169.5144265231
580,875169.5144265231
581,875169.5144265231
582,875169.5144265231
583,875169.5144265231
584,875169.5144265231
585,875169.5144265231
586,875169.5144265231
587,875169.5144265231
588,875169.5144265231
589,875169.5144265231
590,875169.5144265231
591,875169.5144265231
592,875169.5144265231
593,875169.5144265231
594,875169.5144265231
595,875169.5144265231
596,875169.5144265231
597,875169.5144265231
598,875169.5144265231
599,875169.5144265231
600,875169.5144265231
601,875169.5144265231
602,875169.5144265231
603,875169.5144265231
604,875169.5144265231
605,875169.5144265231
606,875169.5144265231
607,875169.5144265231
608,875169.5144265231
609,875169.5144265231
610,875169.5144265231
611,875169.5144265231
612,875169.5144265231
613,875169.5144265231
614,875169.5144265231
615,875169.5144265231
616,875169.5144265231
617,875169.5144265231
618,875169.5144265231
619,875169.5144265231
620,875169.5144265231
621,875169.5144265231
622,875169.5144265231
623,875169.5144265231
624,875169.5144265231
625,875169.5144265231
626,875169.5144265231
627,875169.5144265231
628,875169.5144265231
629,875169.5144265231
630,875169.5144265231
631,875169.5144265231
632,875169.5144265231
633,875169.5144265231
634,875169.5144265231
635,875169.5144265231
636,875169.5144265231
637,875169.5144265231
638,875169.5144265231
639,875169.5144265231
640,875169.5144265231
641,875169.5144265231
642,875169.5144265231
643,875169.5144265231
644,875169.5144265231
645,875169.5144265231
646,875169.5144265231
647,875169.5144265231
648,875169.5144265231
649,875169.5144265231
650,875169.5144265231
651,875169.5144265231
652,875169.5144265231
653,875169.5144265231
654,875169.5144265231
655,875169.5144265231
656,875169.5144265231
657,875169.5144265231
658,875169.5144265231
659,875169.5144265231
660,875169.5144265231
661,875169.5144265231
662,875169.5144265231
663,875169.5144265231
664,875169.5144265231
665,875169.5144265231
666,875169.5144265231
667,875169.5144265231
668,875169.5144265231
669,875169.5144265231
670,875169.5144265231
671,875169.5144265231
672,875169.5144265231
673,875169.5144265231
674,875169.5144265231
675,875169.5144265231
676,875169.5144265231
677,875169.5144265231
678,875169.5144265231
679,875169.5144265231
680,875169.5144265231
681,875169.5144265231
682,875169.5144265231
683,875169.5144265231
684,875169.5144265231
685,875169.5144265231
686,875169.5144265231
687,875169.5144265231
688,875169.5144265231
689,875169.5144265231
690,875169.5144265231
691,875169.5144265231
692,875169.5144265231
693,875169.5144265231
694,875169.5144265231
695,875169.5144265231
696,875169.5144265231
697,875169.5144265231
698,875169.5144265231
699,875169.5144265231
700,875169.5144265231
701,875169.5144265231
702,875169.5144265231
703,875169.5144265231
704,875169.5144265231
705,875169.5144265231
706,875169.5144265231
707,875169.5144265231
708,875169.5144265231
709,875169.5144265231
710,875169.5144265231
711,875169.5144265231
712,875169.5144265231
713,875169.5144265231
714,875169.5144265231
715,875169.5144265231
716,875169.5144265231
717,875169.5144265231
718,875169.5144265231
719,875169.5144265231
720,875169.5144265231
721,875169.5144265231
722,875169.5144265231
723,875169.5144265231
724,875169.5144265231
725,875169.5144265231
726,875169.5144265231
727,875169.5144265231
728,875169.5144265231
729,875169.5144265231
730,875169.5144265231
731,875169.5144265231
732,875169.5144265231
733,875169.5144265231
734,875169.5144265231
735,875169.5144265231
736,875169.5144265231
737,875169.5144265231
738,875169.5144265231
739,875169.5144265231
740,930284.0889158495
741,875169.5144265231
742,875169.5144265231
743,875169.5144265231
744,875169.5144265231
745,875169.5144265231
746,875169.5144265231
747,875169.5144265231
748,875169.5144265231
749,875169.5144265231
750,875169.5144265231
751,875169.5144265231
752,875169.5144265231
753,875169.5144265231
754,875169.5144265231
755,875169.5144265231
756,875169.5144265231
757,875169.5144265231
758,875169.5144265231
759,875169.5144265231
760,875169.5144265231
761,875169.5144265231
762,875169.5144265231
763,875169.5144265231
764,875169.5144265231
765,875169.5144265231
766,875169.5144265231
767,875169.5144265231
768,875169.5144265231
769,875169.5144265231
770,875169.5144265231
771,875169.5144265231
772,875169.5144265231
773,875169.5144265231
774,875169.5144265231
775,875169.5144265231
776,875169.5144265231
777,875169.5144265231
778,875169.5144265231
779,1325296.594026417
780,875169.5144265231
781,875169.5144265231
782,875169.5144265231
783,875169.5144265231
784,875169.5144265231
785,875169.5144265231
786,875169.5144265231
787,875169.5144265231
788,875169.5144265231
789,875169.5144265231
790,875169.5144265231
791,875169.5144265231
792,875169.5144265231
793,875169.5144265231
794,875169.5144265231
795,875169.5144265231
796,875169.5144265231
797,875169.5144265231
798,875169.5144265231
799,875169.5144265231
800,875169.5144265231
801,875169.5144265231
802,875169.5144265231
803,875169.5144265231
804,875169.5144265231
805,875169.5144265231
806,875169.5144265231
807,875169.5144265231
808,875169.5144265231
809,875169.5144265231
810,875169.5144265231
811,875169.5144265231
812,875169.5144265231
813,875169.5144265231
814,875169.5144265231
815,875169.5144265231
816,875169.5144265231
817,875169.5144265231
818,875169.5144265231
819,875169.5144265231
820,875169.5144265231
821,875169.5144265231
822,875169.5144265231
823,875169.5144265231
824,875169.5144265231
825,875169.5144265231
826,875169.5144265231
827,875169.5144265231
828,875169.5144265231
829,875169.5144265231
830,875169.5144265231
831,875169.5144265231
832,875169.5144265231
833,875169.5144265231
834,875169.5144265231
835,875169.5144265231
836,875169.5144265231
837,875169.5144265231
838,875169.5144265231
839,875169.5144265231
840,875169.5144265231
841,875169.5144265231
842,875169.5144265231
843,875169.5144265231
844,875169.5144265231
845,875169.5144265231
846,875169.5144265231
847,875169.5144265231
848,875169.5144265231
849,875169.5144265231
850,875169.5144265231
851,875169.5144265231
852,875169.5144265231
853,875169.5144265231
854,875169.5144265231
855,875169.5144265231
856,875169.5144265231
857,875169.5144265231
858,875169.5144265231
859,875169.5144265231
860,875169.5144265231
861,875169.5144265231
862,875169.5144265231
863,875169.5144265231
864,875169.5144265231
865,875169.5144265231
866,875169.5144265231
867,875169.5144265231
868,875169.5144265231
869,875169.5144265231
870,875169.5144265231
871,875169.5144265231
872,875169.5144265231
873,875169.5144265231
874,875169.5144265231
875,875169.5144265231
876,875169.5144265231
877,875169.5144265231
878,875169.5144265231
879,875169.5144265231
880,875169.5144265231
881,875169.5144265231
882,875169.5144265231
883,875169.5144265231
884,875169.5144265231
885,875169.5144265231
886,875169.5144265231
887,875169.5144265231
888,875169.5144265231
889,875169.5144265231
890,875169.5144265231
891,875169.5144265231
892,875169.5144265231
893,875169.5144265231
894,875169.5144265231
895,875169.5144265231
896,875169.5144265231
897,875169.5144265231
898,980980.0896356078
899,875169.5144265231
900,875169.5144265231
901,875169.5144265231
902,875169.5144265231
903,875169.5144265231
904,875169.5144265231
905,875169.5144265231
906,875169.5144265231
907,875169.5144265231
908,875169.5144265231
909,875169.5144265231
910,875169.5144265231
911,875169.5144265231
912,875169.5144265231
913,875169.5144265231
914,875169.5144265231
915,875169.5144265231
916,875169.5144265231
917,875169.5144265231
918,875169.5144265231
919,875169.5144265231
920,875169.5144265231
921,875169.5144265231
922,875169.5144265231
923,875169.5144265231
924,875169.5144265231
925,875169.5144265231
926,875169.5144265231
927,875169.5144265231
928,875169.5144265231
929,875169.5144265231
930,875169.5144265231
931,875169.5144265231
932,875169.5144265231
933,875169.5144265231
934,875169.5144265231
935,875169.5144265231
936,875169.5144265231
937,875169.5144265231
938,875169.5144265231
939,875169.5144265231
940,875169.5144265231
941,875169.5144265231
942,875169.5144265231
943,875169.5144265231
944,875169.5144265231
945,875169.5144265231
946,875169.5144265231
947,875169.5144265231
948,875169.5144265231
949,875169.5144265231
950,875169.5144265231
951,875169.5144265231
952,875169.5144265231
953,875169.5144265231
954,875169.5144265231
955,875169.5144265231
956,875169.5144265231
957,875169.5144265231
958,875169.5144265231
959,875169.5144265231
960,875169.5144265231
961,875169.5144265231
962,875169.5144265231
963,875169.5144265231
964,875169.5144265231
965,875169.5144265231
966,875169.5144265231
967,875169.5144265231
968,875169.5144265231
969,875169.5144265231
970,875169.5144265231
971,875169.5144265231
972,875169.5144265231
973,875169.5144265231
974,875169.5144265231
975,875169.5144265231
976,875169.5144265231
977,875169.5144265231
978,875169.5144265231
979,875169.5144265231
980,875169.5144265231
981,875169.5144265231
982,875169.5144265231
983,875169.5144265231
984,875169.5144265231
985,875169.5144265231
986,875169.5144265231
987,875169.5144265231
988,875169.5144265231
989,875169.5144265231
990,875169.5144265231
991,875169.5144265231
992,875169.5144265231
993,875169.5144265231
994,875169.5144265231
995,875169.5144265231
996,875169.5144265231
997,875169.5144265231
998,875169.5144265231
999,875169.5144265231
1000,875169.5144265231
1001,875169.5144265231
1002,875169.5144265231
1003,875169.5144265231
1004,875169.5144265231
1005,875169.5144265231
1006,875169.5144265231
1007,875169.5144265231
1008,875169.5144265231
1009,875169.5144265231
1010,875169.5144265231
1011,875169.5144265231
1012,875169.5144265231
1013,875169.5144265231
1014,875169.5144265231
1015,875169.5144265231
1016,875169.5144265231
1017,875169.5144265231
1018,875169.5144265231
1019,875169.5144265231
1020,875169.5144265231
1021,875169.5144265231
1022,875169.5144265231
1023,875169.5144265231
1024,875169.5144265231
1025,875169.5144265231
1026,875169.5144265231
1027,875169.5144265231
1028,875169.5144265231
1029,875169.5144265231
1030,875169.5144265231
1031,875169.5144265231
1032,875169.5144265231
1033,875169.5144265231
1034,875169.5144265231
1035,875169.5144265231
1036,875169.5144265231
1037,875169.5144265231
1038,875169.5144265231
1039,1683071.8111859746
1040,875169.5144265231
1041,875169.5144265231
1042,875169.5144265231
1043,875169.5144265231
1044,875169.5144265231
1045,875169.5144265231
1046,875169.5144265231
1047,875169.5144265231
1048,875169.5144265231
1049,875169.5144265231
1050,875169.5144265231
1051,875169.5144265231
1052,875169.5144265231
1053,875169.5144265231
1054,875169.5144265231
1055,875169.5144265231
1056,875169.5144265231
1057,980358.2437620996
1058,875169.5144265231
1059,875169.5144265231
1060,875169.5144265231
1061,875169.5144265231
1062,875169.5144265231
1063,875169.5144265231
1064,875169.5144265231
1065,875169.5144265231
1066,875169.5144265231
1067,875169.5144265231
1068,875169.5144265231
1069,875169.5144265231
1070,875169.5144265231
1071,875169.5144265231
1072,875169.5144265231
1073,875169.5144265231
1074,875169.5144265231
1075,875169.5144265231
1076,875169.5144265231
1077,875169.5144265231
1078,875169.5144265231
1079,875169.5144265231
1080,875169.5144265231
1081,875169.5144265231
1082,875169.5144265231
1083,875169.5144265231
1084,875169.5144265231
1085,875169.5144265231
1086,875169.5144265231
1087,875169.5144265231
1088,875169.5144265231
1089,875169.5144265231
1090,875169.5144265231
1091,875169.5144265231
1092,875169.5144265231
1093,875169.5144265231
1094,875169.5144265231
1095,875169.5144265231
1096,875169.5144265231
1097,875169.5144265231
1098,875169.5144265231
1099,875169.5144265231
1100,875169.5144265231
1101,875169.5144265231
1102,875169.5144265231
1103,875169.5144265231
1104,875169.5144265231
1105,875169.5144265231
1106,875169.5144265231
1107,875169.5144265231
1108,875169.5144265231
1109,875169.5144265231
1110,875169.5144265231
1111,875169.5144265231
1112,875169.5144265231
1113,875169.5144265231
1114,875169.5144265231
1115,875169.5144265231
1116,875169.5144265231
1117,875169.5144265231
1118,875169.5144265231
1119,875169.5144265231
1120,875169.5144265231
1121,875169.5144265231
1122,875169.5144265231
1123,875169.5144265231
1124,875169.5144265231
1125,875169.5144265231
1126,875169.5144265231
1127,875169.5144265231
1128,875169.5144265231
1129,875169.5144265231
1130,875169.5144265231
1131,875169.5144265231
1132,875169.5144265231
1133,875169.5144265231
1134,875169.5144265231
1135,875169.5144265231
1136,875169.5144265231
1137,875169.5144265231
1138,875169.5144265231
1139,875169.5144265231
1140,875169.5144265231
1141,875169.5144265231
1142,875169.5144265231
1143,875169.5144265231
1144,875169.5144265231
1145,875169.5144265231
1146,875169.5144265231
1147,875169.5144265231
1148,875169.5144265231
1149,875169.5144265231
1150,875169.5144265231
1151,875169.5144265231
1152,875169.5144265231
1153,875169.5144265231
1154,875169.5144265231
1155,875169.5144265231
1156,875169.5144265231
1157,875169.5144265231
1158,875169.5144265231
1159,875169.5144265231
1160,875169.5144265231
1161,875169.5144265231
1162,875169.5144265231
1163,875169.5144265231
1164,875169.5144265231
1165,875169.5144265231
1166,875169.5144265231
1167,875169.5144265231
1168,875169.5144265231
1169,875169.5144265231
1170,875169.5144265231
1171,875169.5144265231
1172,875169.5144265231
1173,875169.5144265231
1174,875169.5144265231
1175,875169.5144265231
1176,875169.5144265231
1177,875169.5144265231
1178,875169.5144265231
1179,875169.5144265231
1180,875169.5144265231
1181,875169.5144265231
1182,875169.5144265231
1183,875169.5144265231
1184,875169.5144265231
1185,875169.5144265231
1186,875169.5144265231
1187,875169.5144265231
1188,875169.5144265231
1189,875169.5144265231
1190,875169.5144265231
1191,875169.5144265231
1192,875169.5144265231
1193,875169.5144265231
1194,875169.5144265231
1195,875169.5144265231
1196,875169.5144265231
1197,875169.5144265231
1198,875169.5144265231
1199,875169.5144265231
1200,875169.5144265231
1201,875169.5144265231
1202,875169.5144265231
1203,875169.5144265231
1204,875169.5144265231
1205,875169.5144265231
1206,875169.5144265231
1207,875169.5144265231
1208,875169.5144265231
1209,875169.5144265231
1210,875169.5144265231
1211,875169.5144265231
1212,875169.5144265231
1213,875169.5144265231
1214,875169.5144265231
1215,875169.5144265231
1216,875169.5144265231
1217,875169.5144265231
1218,875169.5144265231
1219,875169.5144265231
1220,875169.5144265231
1221,875169.5144265231
1222,875169.5144265231
1223,875169.5144265231
1224,875169.5144265231
1225,875169.5144265231
1226,875169.5144265231
1227,875169.5144265231
1228,875169.5144265231
1229,875169.5144265231
1230,875169.5144265231
1231,875169.5144265231
1232,875169.5144265231
1233,875169.5144265231
1234,1210595.5160188284
1235,875169.5144265231
1236,875169.5144265231
1237,875169.5144265231
1238,875169.5144265231
1239,875169.5144265231
1240,875169.5144265231
1241,875169.5144265231
1242,875169.5144265231
1243,875169.5144265231
1244,875169.5144265231
1245,875169.5144265231
1246,875169.5144265231
1247,875169.5144265231
1248,875169.5144265231
1249,875169.5144265231
1250,875169.5144265231
1251,875169.5144265231
1252,875169.5144265231
1253,875169.5144265231
1254,875169.5144265231
1255,875169.5144265231
1256,875169.5144265231
1257,875169.5144265231
1258,875169.5144265231
1259,875169.5144265231
1260,875169.5144265231
1261,875169.5144265231
1262,875169.5144265231
1263,875169.5144265231
1264,875169.5144265231
1265,875169.5144265231
1266,875169.5144265231
1267,875169.5144265231
1268,875169.5144265231
1269,875169.5144265231
1270,875169.5144265231
1271,875169.5144265231
1272,875169.5144265231
1273,875169.5144265231
1274,875169.5144265231
1275,875169.5144265231
1276,875169.5144265231
1277,875169.5144265231
1278,875169.5144265231
1279,875169.5144265231
1280,875169.5144265231
1281,875169.5144265231
1282,875169.5144265231
1283,875169.5144265231
1284,875169.5144265231
1285,875169.5144265231
1286,875169.5144265231
1287,875169.5144265231
1288,875169.5144265231
1289,875169.5144265231
1290,875169.5144265231
1291,875169.5144265231
1292,875169.5144265231
1293,875169.5144265231
1294,875169.5144265231
1295,875169.5144265231
1296,875169.5144265231
1297,875169.5144265231
1298,875169.5144265231
1299,875169.5144265231
1300,875169.5144265231
1301,1940612.7654638817
1302,875169.5144265231
1303,875169.5144265231
1304,875169.5144265231
1305,875169.5144265231
1306,875169.5144265231
1307,875169.5144265231
1308,875169.5144265231
1309,875169.5144265231
1310,875169.5144265231
1311,875169.5144265231
1312,875169.5144265231
1313,875169.5144265231
1314,875169.5144265231
1315,875169.5144265231
1316,875169.5144265231
1317,875169.5144265231
1318,875169.5144265231
1319,875169.5144265231
1320,875169.5144265231
1321,875169.5144265231
1322,875169.5144265231
1323,875169.5144265231
1324,875169.5144265231
1325,875169.5144265231
1326,875169.5144265231
1327,875169.5144265231
1328,875169.5144265231
1329,875169.5144265231
1330,875169.5144265231
1331,875169.5144265231
1332,875169.5144265231
1333,875169.5144265231
1334,875169.5144265231
1335,875169.5144265231
1336,875169.5144265231
1337,875169.5144265231
1338,875169.5144265231
1339,875169.5144265231
1340,875169.5144265231
1341,875169.5144265231
1342,875169.5144265231
1343,875169.5144265231
1344,958645.627798338
1345,875169.5144265231
1346,875169.5144265231
1347,875169.5144265231
1348,875169.5144265231
1349,875169.5144265231
1350,875169.5144265231
1351,875169.5144265231
1352,875169.5144265231
1353,875169.5144265231
1354,875169.5144265231
1355,875169.5144265231
1356,875169.5144265231
1357,875169.5144265231
1358,875169.5144265231
1359,875169.5144265231
1360,875169.5144265231
1361,875169.5144265231
